method_key,linear_bits,kv_bits,value_path,projection_relative_mse,score_relative_mse,softmax_kl,topk_overlap,pre_o_output_relative_mse,pre_o_output_cosine,layer_output_relative_mse,layer_output_cosine
attn_kv_hlm_k4v4,FP16,K4V4,o_proj_absorb,4.1989394372273746e-08,0.0035584255079315467,0.009539898357946764,0.9187588772990487,0.02742059054699811,0.9867647994648326,0.02462281621145931,0.9880339069799944
attn_mxfp4_w4a4_hlm_k4v4,W4A4,K4V4,o_proj_absorb,0.02376679325419845,0.012066083134744655,0.02453803010708229,0.8885908614505421,0.1258240823041309,0.9416261152787642,0.12004023409363898,0.9425162700089541
attn_randhadamard_lm_w3a4_hlm_k3v4,W3A4,K3V4,o_proj_absorb,0.04077802874345445,0.02144690928980708,0.04692719648168846,0.8469271524385973,0.4686710766770623,0.8529472242702137,0.24852865426377815,0.8847712305459109
attn_randhadamard_lm_w4a4_hlm_k4v4,W4A4,K4V4,o_proj_absorb,0.0174561718410008,0.005768724600784481,0.013587776772593234,0.9092984253709967,0.16623762554743074,0.9357384985143488,0.08951976988464594,0.956742606379769
attn_randortho_lm_w3a4_hlm_k3v4,W3A4,K3V4,o_proj_absorb,0.04402059216976561,0.026691210371526806,0.057620760180394755,0.8433183160695162,0.5557326776060191,0.8406613035635515,0.28404933654449205,0.8737009492787448
attn_randortho_lm_w4a4_hlm_k4v4,W4A4,K4V4,o_proj_absorb,0.018618186681785366,0.006916434821588072,0.01572022771208801,0.9078790843486786,0.18094425631517713,0.9314701530066404,0.09850730340589177,0.9531122120943937
attn_rot_lm_w3a4_hlm_k3v4,W3A4,K3V4,o_proj_absorb,0.041716818577807506,0.02098504284566099,0.0465992454608733,0.8467196388678118,0.4883417168801481,0.8517033064907248,0.25579961795698514,0.8816721710291776
attn_rot_lm_w4a4_hlm_k4v4,W4A4,K4V4,o_proj_absorb,0.01742981045302286,0.005677257992581211,0.013770633885128931,0.908910022540526,0.1632652279328216,0.9365477182648398,0.08909828402101994,0.9568992907350714
fp16,FP16,K16V16,reference,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
